Title,Type,BodyPart,Equipment,Level,BodyPartPic,ExercisePic
Partner plank band row,Strength,Abdominals,Bands,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
Banded crunch isometric hold,Strength,Abdominals,Bands,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
FYR Banded Plank Jack,Strength,Abdominals,Bands,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
Banded crunch,Strength,Abdominals,Bands,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
Crunch,Strength,Abdominals,Bands,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
Decline band press sit-up,Strength,Abdominals,Bands,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
FYR2 Banded Frog Pump,Strength,Abdominals,Bands,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
Band low-to-high twist,Strength,Abdominals,Bands,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
Barbell roll-out,Strength,Abdominals,Barbell,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
Barbell Ab Rollout - On Knees,Strength,Abdominals,Barbell,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
Decline bar press sit-up,Strength,Abdominals,Barbell,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
Bench barbell roll-out,Strength,Abdominals,Barbell,Beginner,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
Barbell Side Bend,Strength,Abdominals,Barbell,Beginner,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
Seated bar twist,Strength,Abdominals,Barbell,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
Single-arm landmine pull and press,Strength,Abdominals,Barbell,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
Barbell Ab Roll Out - Gethin Variation,Strength,Abdominals,Barbell,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif, 
30 Barbell Floor Wiper,Strength,Abdominals,Barbell,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
30 Barbell Roll-Out,Strength,Abdominals,Barbell,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
Decline plate sit-up,Strength,Abdominals,Barbell,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
KV Barbell Hip Thrust,Strength,Abdominals,Barbell,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
Advanced Kettlebell Windmill,Strength,Abdominals,Kettlebells,Beginner,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
Kettlebell Windmill,Strength,Abdominals,Kettlebells,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
Kettlebell Pass Between The Legs,Strength,Abdominals,Kettlebells,Beginner,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
Kettlebell 3-point leg extension,Strength,Abdominals,Kettlebells,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
Double Kettlebell Swing,Strength,Abdominals,Kettlebells,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
Burpee over kettlebell,Strength,Abdominals,Kettlebells,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
Kettlebell toe-touch,Strength,Abdominals,Kettlebells,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
Kettlebell swing,Strength,Abdominals,Kettlebells,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
Two-way swing,Strength,Abdominals,Kettlebells,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
Kettlebell crab reach,Strength,Abdominals,Kettlebells,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
Taylor Single-Arm Kettlebell Swing,Strength,Abdominals,Kettlebells,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
Holman Kettlebell Up to Elbow Down,Strength,Abdominals,Kettlebells,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
FYR2 Double-Kettlebell Ski,Strength,Abdominals,Kettlebells,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
FYR2 Kettlebell Hike,Strength,Abdominals,Kettlebells,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
FYR2 Kettlebell Cross-Body Catch,Strength,Abdominals,Kettlebells,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
FYR2 Kettlebell Duck Walk,Strength,Abdominals,Kettlebells,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
FYR2 Kettlebell Get-Up Reach,Strength,Abdominals,Kettlebells,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
FYR2 Kettlebell Juggle,Strength,Abdominals,Kettlebells,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
FYR2 Squat-Clean-Alternating-Press Complex,Strength,Abdominals,Kettlebells,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
Dumbbell V-Sit Cross Jab,Strength,Abdominals,Dumbbell,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
Dumbbell spell caster,Strength,Abdominals,Dumbbell,Beginner,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
Dumbbell side bend,Strength,Abdominals,Dumbbell,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
Dumbbell crunch,Strength,Abdominals,Dumbbell,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
Dumbbell Fix Dumbbell Sprawl,Strength,Abdominals,Dumbbell,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
Dumbbell Fix Alternating Renegade Row,Strength,Abdominals,Dumbbell,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
Dumbbell Fix Dumbbell Mountain Climber,Strength,Abdominals,Dumbbell,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
Dumbbell Fix Dumbbell Russian Twist,Strength,Abdominals,Dumbbell,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
Dumbbell Fix Dumbbell Pull-Over,Strength,Abdominals,Dumbbell,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
Dumbbell Fix Dumbbell Sit-Up,Strength,Abdominals,Dumbbell,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
Dumbbell Fix Dumbbell Front Squat,Strength,Abdominals,Dumbbell,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
Dumbbell Fix Full Man Maker,Strength,Abdominals,Dumbbell,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
Dumbbell T-hold,Strength,Abdominals,Dumbbell,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
Dumbbell hollow-body floor press,Strength,Abdominals,Dumbbell,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
Dumbbell crusher,Strength,Abdominals,Dumbbell,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
Dumbbell Crunch - Gethin Variation,Strength,Abdominals,Dumbbell,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
Single-arm dumbbell crunch,Strength,Abdominals,Dumbbell,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
HM Alternating Dumbbell Plank Row,Strength,Abdominals,Dumbbell,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
Dumbbell straight-legged hip raise,Strength,Abdominals,Dumbbell,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
Seated leg tuck with dumbbell,Strength,Abdominals,Dumbbell,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
Dumbbell V-sit cross jab-,Strength,Abdominals,Dumbbell,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
30 Hanging Leg Raise With Dumbbell,Strength,Abdominals,Dumbbell,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
Dumbbell Get-Up Sit-Up,Strength,Abdominals,Dumbbell,Expert,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
Holman Right Side Plank with Left Triceps Press,Strength,Abdominals,Dumbbell,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
Holman Left Side Plank with Right Triceps Press,Strength,Abdominals,Dumbbell,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
Holman Boat with Feet Push-Out and Overhead Press,Strength,Abdominals,Dumbbell,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
Holman Hovering Plank Row,Strength,Abdominals,Dumbbell,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
Holman Weighted Seated Killer Abs to Russian Twist,Strength,Abdominals,Dumbbell,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
Holman Straight Plank Dumbbell Reach-Under,Strength,Abdominals,Dumbbell,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
Holman Straight-Arm Side Plank Overhead Press to Chest Press,Strength,Abdominals,Dumbbell,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
Holman Weighted Burpee to Pike,Strength,Abdominals,Dumbbell,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
Holman Straight-Legged Boat Chest Press,Strength,Abdominals,Dumbbell,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
Holman Weighted Burpee to Side Delt Raise,Strength,Abdominals,Dumbbell,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
Holman Heavy Double Pike,Strength,Abdominals,Dumbbell,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
Holman Heavy Double Split Pike,Strength,Abdominals,Dumbbell,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
MetaBurn Alternating Dumbbell Sit-Through,Strength,Abdominals,Dumbbell,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
MetaBurn Alternating Plank Row With Dumbbell Pull-Through,Strength,Abdominals,Dumbbell,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
MetaBurn Alternating Plank Row With Push-Up,Strength,Abdominals,Dumbbell,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
MetaBurn Dumbbell Russian Twist,Strength,Abdominals,Dumbbell,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
MetaBurn Dumbbell Toe-Touch,Strength,Abdominals,Dumbbell,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
MetaBurn Plank To Alternating Row,Strength,Abdominals,Dumbbell,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
Standing dumbbell knee crunch-,Strength,Abdominals,Dumbbell,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
MetaBurn Plank With Dumbbell Rotation,Strength,Abdominals,Dumbbell,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
FYR2 Dumbbell Crab Reach,Strength,Abdominals,Dumbbell,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
FYR2 Dumbbell Man-Maker,Strength,Abdominals,Dumbbell,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
FYR2 Dumbbell Sit-Up Reach,Strength,Abdominals,Dumbbell,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
FYR2 Loaded Beast Sprawl,Strength,Abdominals,Dumbbell,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
FYR2 Loaded to Unloaded Beast,Strength,Abdominals,Dumbbell,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
Lying Leg Pullover,Strength,Abdominals,Dumbbell,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
Landmine twist,Strength,Abdominals,Other,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
Suspended ab fall-out,Strength,Abdominals,Other,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
Decline reverse crunch,Strength,Abdominals,Other,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
Plate Twist,Strength,Abdominals,Other,Beginner,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
Weighted Crunches,Strength,Abdominals,Other,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
Ab Roller,Strength,Abdominals,Other,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
Otis-Up,Strength,Abdominals,Other,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
Captain's chair knee raise,Strength,Abdominals,Other,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
Sledgehammer swing,Plyometrics,Abdominals,Other,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
Decline bar press sit-up,Strength,Abdominals,Barbell,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
Pallof press,Strength,Abdominals,Other,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
Weighted Sit-Ups - With Bands,Strength,Abdominals,Other,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
Suitcase crunch,Strength,Abdominals,Other,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
FYR Rope Jumping,Strength,Abdominals,Other,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
Barbell press sit-up,Strength,Abdominals,Other,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
Single-arm bent-over rear delt fly,Strength,Abdominals,Other,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
Captain's chair leg raise,Strength,Abdominals,Other,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
Shoulder-Elevated One-Leg Hip Thrusts,Strength,Abdominals,Other,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
Ab Twist - Gethin Variation,Strength,Abdominals,Other,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
Weighted Crunch - Gethin Variation,Strength,Abdominals,Other,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
Ab Wheel Roll-Out - Gethin Variation,Strength,Abdominals,Other,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
Bench crunch,Strength,Abdominals,Other,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
Decline plate sit-up twist,Strength,Abdominals,Other,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
Reverse ab roll-out,Strength,Abdominals,Other,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
30 Seated Twist With PVC Pipe,Strength,Abdominals,Other,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
Suspended crunch-,Strength,Abdominals,Other,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
Suspended oblique crunch,Strength,Abdominals,Other,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
Weighted sit-up,Strength,Abdominals,Other,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
30 Decline Press Sit-Up,Strength,Abdominals,Other,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
Holman Towel Reverse Plank Alternating Heel Pull-in,Strength,Abdominals,Other,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
Holman Boat with Weighted Cross Punch,Strength,Abdominals,Other,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
Holman Weighted Hook Punch,Strength,Abdominals,Other,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
Holman Weighted Traveling Punch,Strength,Abdominals,Other,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
Holman Weighted Uppercut Punch,Strength,Abdominals,Other,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
Holman Slow Weighted Double Pike,Strength,Abdominals,Other,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
Holman Plate Straight Plank Reach,Strength,Abdominals,Other,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
Holman Plate Elbow Plank Jack to Straight Plank Jack,Strength,Abdominals,Other,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
Holman Plate Hill Climber,Strength,Abdominals,Other,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
Holman Plate Reverse Plank Hill Climber,Strength,Abdominals,Other,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
Holman Plate Straight Plank Pike to Jack,Strength,Abdominals,Other,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
Holman Plate In-and-Out Push-Up,Strength,Abdominals,Other,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
Holman Plate Burpee,Strength,Abdominals,Other,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
Holman Plate Elbow Plank Reach,Strength,Abdominals,Other,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
Holman Elbow Plank to Renegade Row,Strength,Abdominals,Other,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
Holman Straight Plank Weighted Hand Hill Climber,Strength,Abdominals,Other,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
Holman Weighted Left Side Diagonal Pike,Strength,Abdominals,Other,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
Holman Weighted Right Side Diagonal Pike,Strength,Abdominals,Other,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
Holman Weighted W-Boat to Overhead Press,Strength,Abdominals,Other,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
Holman Weighted Kneeling Lift,Strength,Abdominals,Other,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
Holman Hips-Up Weighted Pull-Over,Strength,Abdominals,Other,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
Holman Weighted Cross Punch,Strength,Abdominals,Other,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
Holman Straight-Leg Boat Hover Chest Press,Strength,Abdominals,Other,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
Holman Weighted Pike,Strength,Abdominals,Other,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
Holman Feet-Elevated Wax-On Wax-Off,Strength,Abdominals,Other,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
Holman Elbow Plank to Towel Pike,Strength,Abdominals,Other,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
Holman Seated Killer Abs Overhead Press,Strength,Abdominals,Other,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
Holman Straight Plank Alternating Weighted Open,Strength,Abdominals,Other,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
Holman Weighted Killer Abs with Overhead Press,Strength,Abdominals,Other,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
Holman Weighted Split-Leg Pike,Strength,Abdominals,Other,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
Holman Towel Reverse Plank Heel Pull-in,Strength,Abdominals,Other,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
Stick Twist,Strength,Abdominals,Other,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
Roc Everest,Cardio,Abdominals,Other,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
Standing cable low-to-high twist,Strength,Abdominals,Cable,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
Single-arm high-cable side bend,Strength,Abdominals,Cable,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
Kneeling cable oblique crunch,Strength,Abdominals,Cable,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
Kneeling cable crunch,Strength,Abdominals,Cable,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
Rope Crunch,Strength,Abdominals,Cable,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
Standing cable crunch,Strength,Abdominals,Cable,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
Bosu Ball Cable Crunch With Side Bends,Strength,Abdominals,Cable,Beginner,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
Standing Cable Wood Chop,Strength,Abdominals,Cable,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
Cable reverse crunch,Strength,Abdominals,Cable,Beginner,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
Cable Russian Twists,Strength,Abdominals,Cable,Beginner,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
Pallof press with rotation,Strength,Abdominals,Cable,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
Cable Seated Crunch,Strength,Abdominals,Cable,Beginner,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
Cable Judo Flip,Strength,Abdominals,Cable,Beginner,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
Exercise Ball Cable Crunch - Gethin Variation,Strength,Abdominals,Cable,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
Standing cable high-to-low twist,Strength,Abdominals,Cable,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
Bent-Over Reverse Cable Fly,Strength,Abdominals,Cable,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
Standing Cable Crunch - Gethin Variation,Strength,Abdominals,Cable,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
AM Cable Crunch,Strength,Abdominals,Cable,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
Tyler Holt Weighted Knee-To-Chest Crunch,Strength,Abdominals,Cable,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
