Title,Type,BodyPart,Equipment,Level,BodyPartPic,ExercisePic
Holman Burpee to Jump,Strength,Quadriceps,Body Only,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-7.gif,
Holman Pilates Single-Leg Stretch,Strength,Quadriceps,Body Only,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-7.gif,
Holman Alternating Reverse Prisoner Lunge,Strength,Quadriceps,Body Only,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-7.gif,
Holman Narrow-Wide Squat Jump to 180 Jump,Strength,Quadriceps,Body Only,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-7.gif,
Holman 180 Jump to Lunge,Strength,Quadriceps,Body Only,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-7.gif,
Holman Imaginary Jump Rope,Strength,Quadriceps,Body Only,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-7.gif,
Holman Fast Feet with Hands Up,Strength,Quadriceps,Body Only,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-7.gif,
Holman Hands-Elevated Alternating Lunge Jump,Strength,Quadriceps,Body Only,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-7.gif,
Holman Right Split Lunge,Strength,Quadriceps,Body Only,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-7.gif,
Holman Left Split Lunge,Strength,Quadriceps,Body Only,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-7.gif,
Holman Plyometric Jump,Strength,Quadriceps,Body Only,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-7.gif,
Holman Quad Touch Jump,Strength,Quadriceps,Body Only,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-7.gif,
Holman Skate,Strength,Quadriceps,Body Only,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-7.gif,
Holman Lunge Jump,Strength,Quadriceps,Body Only,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-7.gif,
Holman Flying Squat Thrust,Strength,Quadriceps,Body Only,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-7.gif,
Holman 90-Degree Jump,Strength,Quadriceps,Body Only,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-7.gif,
Holman Half Jack to 180 Jump,Strength,Quadriceps,Body Only,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-7.gif,
Holman Quick Feet to Quad Touch Jump,Strength,Quadriceps,Body Only,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-7.gif,
Holman Squat Thrust to Push-Up to Super Woman,Strength,Quadriceps,Body Only,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-7.gif,
Holman Plyometric Jump to 180 Jump,Strength,Quadriceps,Body Only,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-7.gif,
Holman Standing Heel Click to Hands Down Heel Click,Strength,Quadriceps,Body Only,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-7.gif,
Holman Burpee to 180 Jump,Strength,Quadriceps,Body Only,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-7.gif,
Holman Traveling Low Jack to Belly Touch,Strength,Quadriceps,Body Only,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-7.gif,
Holman Flying Squat Thrust to Shoulder Tap,Strength,Quadriceps,Body Only,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-7.gif,
Holman Squat Jump to Alternating Side Lunge Jump,Strength,Quadriceps,Body Only,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-7.gif,
Holman Low Squat with Low Diagonal Dumbbell Punch,Strength,Quadriceps,Body Only,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-7.gif,
Holman Right Leg Hop to Right Reverse Lunge,Strength,Quadriceps,Body Only,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-7.gif,
Holman Left Leg Hop to Left Reverse Lunge,Strength,Quadriceps,Body Only,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-7.gif,
Holman Burpee to Open Stance,Strength,Quadriceps,Body Only,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-7.gif,
Holman Diagonal Squat Thrust to Renegade Forward Punch,Strength,Quadriceps,Body Only,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-7.gif,
Holman Bear Crawl,Strength,Quadriceps,Body Only,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-7.gif,
Holman Bear Crawl to Donkey Kick,Strength,Quadriceps,Body Only,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-7.gif,
Holman Bear Crawl to Froggy Push-Up,Strength,Quadriceps,Body Only,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-7.gif,
Holman Bear Crawl to Shoulder Tap,Strength,Quadriceps,Body Only,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-7.gif,
Holman Burpee to Tuck Jump,Strength,Quadriceps,Body Only,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-7.gif,
Holman Burpee to Flying Squat Thrust to Tuck Jump,Strength,Quadriceps,Body Only,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-7.gif,
Holman Forward Lunge to Reverse Lunge,Strength,Quadriceps,Body Only,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-7.gif,
Holman Renegade Lunge Jump,Strength,Quadriceps,Body Only,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-7.gif,
Holman Squat Jump to Lunge Jump,Strength,Quadriceps,Body Only,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-7.gif,
Holman Prisoner Reverse Lunge,Strength,Quadriceps,Body Only,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-7.gif,
Holman Wide-to-Narrow Squat Jump,Strength,Quadriceps,Body Only,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-7.gif,
Holman Donkey Run,Strength,Quadriceps,Body Only,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-7.gif,
Holman Weighted Wide-to-Narrow Squat Jump,Strength,Quadriceps,Body Only,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-7.gif,
Holman Wide-to-Narrow Donkey Kick,Strength,Quadriceps,Body Only,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-7.gif,
Holman Mule Kick,Strength,Quadriceps,Body Only,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-7.gif,
Holman Goal Post to Squat,Strength,Quadriceps,Body Only,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-7.gif,
Holman Frogger Squat to Heel Click,Strength,Quadriceps,Body Only,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-7.gif,
Holman Stair Sprint,Strength,Quadriceps,Body Only,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-7.gif,
Holman Stair Bear Crawl,Strength,Quadriceps,Body Only,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-7.gif,
Holman Burpee to Flying Squat Thrust,Strength,Quadriceps,Body Only,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-7.gif,
Holman Flying Squat Thrust to Push-Up,Strength,Quadriceps,Body Only,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-7.gif,
Holman Foot-Elevated Step-To-Lunge,Strength,Quadriceps,Body Only,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-7.gif,
Holman Split Lunge,Strength,Quadriceps,Body Only,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-7.gif,
Holman Stair Climb,Strength,Quadriceps,Body Only,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-7.gif,
Holman Burpee to Flying Jack,Strength,Quadriceps,Body Only,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-7.gif,
Holman Right Reverse Lunge,Strength,Quadriceps,Body Only,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-7.gif,
Holman Left Reverse Lunge,Strength,Quadriceps,Body Only,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-7.gif,
Holman Squat Tap to Hop,Strength,Quadriceps,Body Only,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-7.gif,
Holman Squat Tap to Jump-Forward-Jump-Back,Strength,Quadriceps,Body Only,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-7.gif,
Holman Squat Hip Drive,Strength,Quadriceps,Body Only,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-7.gif,
Holman Alternating Double Lunge Hop,Strength,Quadriceps,Body Only,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-7.gif,
Holman Right Reverse Lunge to Front Kick,Strength,Quadriceps,Body Only,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-7.gif,
Holman Right Leg Forward Lunge Hop,Strength,Quadriceps,Body Only,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-7.gif,
Holman Right Squat Thrust,Strength,Quadriceps,Body Only,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-7.gif,
Holman Left Reverse Lunge to Front Kick,Strength,Quadriceps,Body Only,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-7.gif,
Holman Left Leg Forward Lunge Hop,Strength,Quadriceps,Body Only,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-7.gif,
Holman Left Side Diagonal Burpee,Strength,Quadriceps,Body Only,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-7.gif,
Holman Left Squat Thrust,Strength,Quadriceps,Body Only,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-7.gif,
Holman Wide Squat Thrust,Strength,Quadriceps,Body Only,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-7.gif,
Holman Alternating Single-Leg Hop to Squat to 180 Jump,Strength,Quadriceps,Body Only,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-7.gif,
Holman Right Lunge Hop to Chest Press,Strength,Quadriceps,Body Only,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-7.gif,
Holman Left Lunge Hop to Overhead Press,Strength,Quadriceps,Body Only,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-7.gif,
Holman 180 Jump Hop Forward Hop Back,Strength,Quadriceps,Body Only,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-7.gif,
Holman Right Split Squat,Strength,Quadriceps,Body Only,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-7.gif,
Holman Left Split Squat,Strength,Quadriceps,Body Only,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-7.gif,
Holman Double Squat Pulse to 180 Jump,Strength,Quadriceps,Body Only,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-7.gif,
Holman Towel Left Side Squat,Strength,Quadriceps,Body Only,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-7.gif,
Holman Alternating Lunge Jump,Strength,Quadriceps,Body Only,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-7.gif,
Holman Lunge Jump to Squat Jump,Strength,Quadriceps,Body Only,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-7.gif,
Holman Burpee with Belly Touch,Strength,Quadriceps,Body Only,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-7.gif,
Bootstrapper squat,Strength,Quadriceps,Body Only,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-7.gif,
Total Fitness Broad Jump,Strength,Quadriceps,Body Only,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-7.gif,
Total Fitness Lateral Lunge,Strength,Quadriceps,Body Only,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-7.gif,
Lateral shuffle,Strength,Quadriceps,Body Only,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-7.gif,
Total Fitness Skip,Strength,Quadriceps,Body Only,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-7.gif,
Total Fitness Spider Lunge,Strength,Quadriceps,Body Only,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-7.gif,
Spider lunge stretch,Strength,Quadriceps,Body Only,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-7.gif,
Spider lunge with T-rotation,Strength,Quadriceps,Body Only,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-7.gif,
Standing quad stretch,Strength,Quadriceps,Body Only,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-7.gif,
Vertical jump,Strength,Quadriceps,Body Only,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-7.gif,
King Maker Burpee,Strength,Quadriceps,Body Only,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-7.gif,
King Maker Explosive High Jump,Strength,Quadriceps,Body Only,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-7.gif,
Muscle Beach Skip,Strength,Quadriceps,Body Only,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-7.gif,
Muscle Beach Broad Jump,Strength,Quadriceps,Body Only,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-7.gif,
Muscle Beach Sprint,Strength,Quadriceps,Body Only,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-7.gif,
Muscle Beach Front Kick,Strength,Quadriceps,Body Only,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-7.gif,
Muscle Beach Side Kick,Strength,Quadriceps,Body Only,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-7.gif,
Muscle Beach Spin Kick,Strength,Quadriceps,Body Only,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-7.gif,
Muscle Beach Freestyle Kick,Strength,Quadriceps,Body Only,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-7.gif,
MetaBurn Alternating Curtsy Lunge To Squat,Strength,Quadriceps,Body Only,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-7.gif,
MetaBurn Alternating Curtsy Lunge With High Knee,Strength,Quadriceps,Body Only,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-7.gif,
MetaBurn Alternating Diagonal Sprawl,Strength,Quadriceps,Body Only,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-7.gif,
MetaBurn Alternating Lateral Sprawl,Strength,Quadriceps,Body Only,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-7.gif,
MetaBurn Curtsy Lunge,Strength,Quadriceps,Body Only,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-7.gif,
MetaBurn Frogger,Strength,Quadriceps,Body Only,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-7.gif,
MetaBurn High Knee Rotation,Strength,Quadriceps,Body Only,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-7.gif,
MetaBurn Side-To-Side Lunge,Strength,Quadriceps,Body Only,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-7.gif,
MetaBurn Star Jump,Strength,Quadriceps,Body Only,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-7.gif,
MetaBurn Tuck Jump With Knee Slap,Strength,Quadriceps,Body Only,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-7.gif,
MetaBurn Lateral Bounding Hop,Strength,Quadriceps,Body Only,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-7.gif,
MetaBurn Double Lunge,Strength,Quadriceps,Body Only,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-7.gif,
Robertson Sprinter Step-Up,Strength,Quadriceps,Body Only,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-7.gif,
FYR2 Front Kick-Through,Strength,Quadriceps,Body Only,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-7.gif,
Lunge high-knee clap,Strength,Quadriceps,Body Only,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-7.gif,
FYR2 Plyo Split Squat,Strength,Quadriceps,Body Only,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-7.gif,
FYR2 Reverse Burpee,Strength,Quadriceps,Body Only,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-7.gif,
FYR2 Reverse Burpee to Regular Burpee,Strength,Quadriceps,Body Only,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-7.gif,
FYR2 Reverse Burpee Tuck Jump,Strength,Quadriceps,Body Only,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-7.gif,
FYR2 Sprawlee,Strength,Quadriceps,Body Only,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-7.gif,
FYR2 Squat Hold,Strength,Quadriceps,Body Only,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-7.gif,
FYR2 Squat Jump,Strength,Quadriceps,Body Only,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-7.gif,
FYR2 Squat Pulse,Strength,Quadriceps,Body Only,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-7.gif,
Sprinter burpee,Strength,Quadriceps,Body Only,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-7.gif,
Shuttle run training,Strength,Quadriceps,Body Only,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-7.gif,
Medicine ball ninja,Plyometrics,Quadriceps,Medicine Ball,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-7.gif,
FYR Air Ball Plus Medicine Ball Jumping Sprawl,Strength,Quadriceps,Medicine Ball,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-7.gif,
Medicine ball cowboy squat,Strength,Quadriceps,Medicine Ball,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-7.gif,
Medicine ball jumping jill,Strength,Quadriceps,Medicine Ball,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-7.gif,
Alternate Leg Diagonal Bound,Plyometrics,Quadriceps,None,Beginner,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-7.gif,
Sit Squats,Stretching,Quadriceps,None,Beginner,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-7.gif,
Frog Hops,Stretching,Quadriceps,None,Beginner,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-7.gif,
Dumbbell lateral hop to sprint,Plyometrics,Quadriceps,None,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-7.gif,
Smith machine lunge sprint,Strength,Quadriceps,None,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-7.gif,
Sissy squat,Strength,Quadriceps,None,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-7.gif,
Wall ball toss,Plyometrics,Quadriceps,Exercise Ball,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-7.gif,
Bosu Ball Squat,Strength,Quadriceps,Exercise Ball,Beginner,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-7.gif,
Exercise ball Bulgarian split squat,Strength,Quadriceps,Exercise Ball,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-7.gif,
Internal Rotation with Band,Strength,Shoulders,Bands,Beginner,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-12.gif,
Band Pull Apart,Strength,Shoulders,Bands,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-12.gif,
Back Flyes - With Bands,Strength,Shoulders,Bands,Beginner,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-12.gif,
Lateral Raise - With Bands,Strength,Shoulders,Bands,Beginner,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-12.gif,
Shoulder Press - With Bands,Strength,Shoulders,Bands,Beginner,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-12.gif,
External Rotation with Band,Strength,Shoulders,Bands,Beginner,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-12.gif,
FYR Band Pull-Apart,Strength,Shoulders,Bands,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-12.gif,
HM Lateral Raise,Strength,Shoulders,Bands,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-12.gif,
Rusin Banded Over-And-Back,Strength,Shoulders,Bands,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-12.gif,
Rusin Banded Face Pull,Strength,Shoulders,Bands,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-12.gif,
UP Band Pull-Apart,Strength,Shoulders,Bands,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-12.gif,
Jordan Shallow Band-Resisted Thread the Needle,Strength,Shoulders,Bands,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-12.gif,
30 Shoulders Seated Banded Barbell Shoulder Press,Strength,Shoulders,Bands,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-12.gif,
Band shoulder press,Strength,Shoulders,Bands,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-12.gif,
Band lateral raise,Strength,Shoulders,Bands,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-12.gif,
Band upright row,Strength,Shoulders,Bands,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-12.gif,
Staggered-stance band shoulder press,Strength,Shoulders,Bands,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-12.gif,
Single-arm banded landmine press,Strength,Shoulders,Bands,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-12.gif,
Band front raise rear fly row combo,Strength,Shoulders,Bands,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-12.gif,
Jordan Shallow Foam Roller Thoracic Extension,Strength,Shoulders,Foam Roll,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-12.gif,
Jordan Shallow Thread the Needle (with Foam Roller),Strength,Shoulders,Foam Roll,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-12.gif,
Clean and press,Strength,Shoulders,Barbell,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-12.gif,
Clean and jerk,Olympic Weightlifting,Shoulders,Barbell,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-12.gif,
Military press,Strength,Shoulders,Barbell,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-12.gif,
Seated barbell shoulder press,Strength,Shoulders,Barbell,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-12.gif,
Snatch-Grip Behind-The-Neck Overhead Press,Strength,Shoulders,Barbell,Beginner,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-12.gif,
Standing Bradford press,Strength,Shoulders,Barbell,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-12.gif,
Barbell Shoulder Press,Strength,Shoulders,Barbell,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-12.gif,
Barbell rear delt bent-over row,Strength,Shoulders,Barbell,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-12.gif,
Barbell upright row,Strength,Shoulders,Barbell,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-12.gif,
Bradford/Rocky Presses,Strength,Shoulders,Barbell,Beginner,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-12.gif,
